Vernier Format 2
Untitled.cmbl 11/10/22 09:02 .
Latest
Time	Absorbance at 590.0 nm
t	Abs-590.0
s	

0	1.36707659672
1.20219791667	1.27608395918
2.40439583333	1.2047077429
3.60659375	1.13931872936
4.80879166667	1.08312678477
6.01098958333	1.02823615279
7.2131875	0.943973542565
8.41538541667	0.88143789184
9.61758333333	0.836623005757
10.81978125	0.791055928504
12.0219791667	0.750460144085
13.2241770833	0.701005703535
14.426375	0.656823846383
15.6285729167	0.613363027283
16.8307708333	0.569866862367
18.03296875	0.529169040814
19.2351666667	0.496056192113
20.4373645833	0.463349904502
21.6395625	0.43808768306
22.8417604167	0.410459278226
24.0439583333	0.384470901408
25.24615625	0.361471957883
26.4483541667	0.337920595314
27.6505520833	0.316501999916
28.85275	0.299021101597
30.0549479167	0.28073140268
31.2571458333	0.265502135146
32.45934375	0.248493098629
33.6615416667	0.236313395171
34.8637395833	0.223948658969
36.0659375	0.210595662504
37.2681354167	0.199522385434
38.4703333333	0.190742613922
39.67253125	0.179244942971
40.8747291667	0.170564992082
42.0769270833	0.16208931733
43.279125	0.15340555527
44.4813229167	0.147044688964
45.6835208333	0.139695691767
46.88571875	0.134247292167
48.0879166667	0.12946968426
49.2901145833	0.123595804718
50.4923125	0.118819365555
51.6945104167	0.113409400873
52.8967083333	0.109198981185
54.09890625	0.105548181763
55.3011041667	0.101558578833
56.5033020833	0.0990451673179
57.7055	0.0959218861496
58.9076979167	0.0919023177689
60.1098958333	0.0895100888741
61.31209375	0.087035508348
62.5142916667	0.0851402066892
63.7164895833	0.0832200899753
64.9186875	0.0806060738949
66.1208854167	0.0795079272071
67.3230833333	0.0773224862516
68.52528125	0.076818066207
69.7274791667	0.0741682443491
70.9296770833	0.0739030392519
72.131875	0.0710395817763
73.3340729167	0.0720495454368
74.5362708333	0.0704439157907
75.73846875	0.0690749693936
76.9406666667	0.0692343216839
78.1428645833	0.0668969613286
79.3450625	0.0660901022393
80.5472604167	0.0659256719725
81.7494583333	0.0650342239782
82.95165625	0.0647422420092
84.1538541667	0.064810250058
85.3560520833	0.0636329487553
86.55825	0.0643108408793
87.7604479167	0.0646664830251
88.9626458333	0.0631550001453
90.16484375	0.0637119352019
91.3670416667	0.0621157930227
92.5692395833	0.0626584167654
93.7714375	0.0622756992797
94.9736354167	0.0628361444474
96.1758333333	0.0616974753031
97.37803125	0.0617557564882
98.5802291667	0.0624399886361
99.7824270833	0.0620691905036
100.984625	0.0636112687141
102.186822917	0.0624365910464
103.389020833	0.0629143676749
104.59121875	0.0642001113012
105.793416667	0.0638417519779
106.995614583	0.0637010930743
108.1978125	0.0639719175339
109.400010417	0.0647444156177
110.602208333	0.0639291445477
111.80440625	0.0635784409976
113.006604167	0.0643232493138
114.208802083	0.0646826272743
115.411	0.0658559324813
116.613197917	0.0647965854856
117.815395833	0.0649581033783
119.01759375	0.0658332072985
120.219791667	0.0663861090181
121.421989583	0.0665650572562
122.6241875	0.0663783167807
123.826385417	0.0675837221007
125.028583333	0.0674884038955
126.23078125	0.0686304723394
127.432979167	0.0685828522502
128.635177083	0.0687827663559
129.837375	0.0698474947497
131.039572917	0.0701816034287
132.241770833	0.070829179326
133.44396875	0.0707920230173
134.646166667	0.0713925812408
135.848364583	0.0721067060205
137.0505625	0.0722223133976
138.252760417	0.0726708200585
139.454958333	0.0734687826652
140.65715625	0.0735014160617
141.859354167	0.0754737875331
143.061552083	0.0750659400116
144.26375	0.0751632541579
145.465947917	0.0758804255159
146.668145833	0.0766616521102
147.87034375	0.077535099532
149.072541667	0.0779782450705
150.274739583	0.0779254278267
151.4769375	0.0803935617751
152.679135417	0.0800611567163
153.881333333	0.0804737245873
155.08353125	0.0810178705021
156.285729167	0.0820671696939
157.487927083	0.0812929412348
158.690125	0.082785484454
159.892322917	0.0822905252933
161.094520833	0.0838144090032
162.29671875	0.0839753684672
163.498916667	0.0841188544025
164.701114583	0.0850041911795
165.9033125	0.0855130033664
